! tile     RA          DEC
! number   [rad]       [rad]
  36407    4.503768    -0.499705
  36408    4.528311    -0.499705
  36409    4.552855    -0.499705
  36410    4.577399    -0.499705
  36411    4.601942    -0.499705
  36412    4.626486    -0.499705
  36413    4.651030    -0.499705
  36414    4.675573    -0.499705
  36415    4.700117    -0.499705
  36416    4.724661    -0.499705
  36417    4.749205    -0.499705
  36418    4.773748    -0.499705
  36419    4.798292    -0.499705
  36420    4.822836    -0.499705
  36421    4.847379    -0.499705
  36422    4.871923    -0.499705
  36423    4.896467    -0.499705
  36424    4.921010    -0.499705
  36425    4.945554    -0.499705
  36426    4.970098    -0.499705
  36427    4.994641    -0.499705
  36428    5.019185    -0.499705
  36429    5.043729    -0.499705
  36430    5.068273    -0.499705
  36431    5.092816    -0.499705
  36432    5.117360    -0.499705
  36433    5.141904    -0.499705
  36434    5.166447    -0.499705
  36435    5.190991    -0.499705
  36436    5.215535    -0.499705
  36437    5.240078    -0.499705
  36438    5.264622    -0.499705
  36439    5.289166    -0.499705
  36440    5.313709    -0.499705
  36441    5.338253    -0.499705
  36442    5.362797    -0.499705
  36443    5.387341    -0.499705
  36444    5.411884    -0.499705
  36445    5.436428    -0.499705
  36446    5.460972    -0.499705
  36447    5.485515    -0.499705
  36448    5.510059    -0.499705
  36449    5.534603    -0.499705
  36450    5.559146    -0.499705
  36451    5.583690    -0.499705
  36452    5.608234    -0.499705
  36453    5.632777    -0.499705
  36454    5.657321    -0.499705
  36455    5.681865    -0.499705
  36456    5.706409    -0.499705
  36457    5.730952    -0.499705
  36458    5.755496    -0.499705
  36459    5.780040    -0.499705
  36460    5.804583    -0.499705
  36461    5.829127    -0.499705
  36462    5.853671    -0.499705
  36463    5.878214    -0.499705
  36464    5.902758    -0.499705
  36465    5.927302    -0.499705
  36466    5.951845    -0.499705
  36467    5.976389    -0.499705
  36468    6.000933    -0.499705
  36469    6.025477    -0.499705
  36470    6.050020    -0.499705
  36471    6.074564    -0.499705
  36472    6.099108    -0.499705
  36473    6.123651    -0.499705
  36474    6.148195    -0.499705
  36475    6.172739    -0.499705
  36476    6.197282    -0.499705
  36477    6.221826    -0.499705
  36478    6.246370    -0.499705
  36479    6.270913    -0.499705
  36480    0.000000    -0.511612
  36481    0.024544    -0.511612
  36482    0.049087    -0.511612
  36483    0.073631    -0.511612
  36484    0.098175    -0.511612
  36485    0.122718    -0.511612
  36486    0.147262    -0.511612
  36487    0.171806    -0.511612
  36488    0.196350    -0.511612
  36489    0.220893    -0.511612
  36490    0.245437    -0.511612
  36491    0.269981    -0.511612
  36492    0.294524    -0.511612
  36493    0.319068    -0.511612
  36494    0.343612    -0.511612
  36495    0.368155    -0.511612
  36496    0.392699    -0.511612
  36497    0.417243    -0.511612
  36498    0.441786    -0.511612
  36499    0.466330    -0.511612
  36500    0.490874    -0.511612
  36501    0.515418    -0.511612
  36502    0.539961    -0.511612
  36503    0.564505    -0.511612
  36504    0.589049    -0.511612
  36505    0.613592    -0.511612
  36506    0.638136    -0.511612
  36507    0.662680    -0.511612
  36508    0.687223    -0.511612
  36509    0.711767    -0.511612
  36510    0.736311    -0.511612
  36511    0.760854    -0.511612
  36512    0.785398    -0.511612
  36513    0.809942    -0.511612
  36514    0.834486    -0.511612
  36515    0.859029    -0.511612
  36516    0.883573    -0.511612
  36517    0.908117    -0.511612
  36518    0.932660    -0.511612
  36519    0.957204    -0.511612
  36520    0.981748    -0.511612
  36521    1.006291    -0.511612
  36522    1.030835    -0.511612
  36523    1.055379    -0.511612
  36524    1.079922    -0.511612
  36525    1.104466    -0.511612
  36526    1.129010    -0.511612
  36527    1.153554    -0.511612
  36528    1.178097    -0.511612
  36529    1.202641    -0.511612
  36530    1.227185    -0.511612
  36531    1.251728    -0.511612
  36532    1.276272    -0.511612
  36533    1.300816    -0.511612
  36534    1.325359    -0.511612
  36535    1.349903    -0.511612
  36536    1.374447    -0.511612
  36537    1.398990    -0.511612
  36538    1.423534    -0.511612
  36539    1.448078    -0.511612
  36540    1.472622    -0.511612
  36541    1.497165    -0.511612
  36542    1.521709    -0.511612
  36543    1.546253    -0.511612
  36544    1.570796    -0.511612
  36545    1.595340    -0.511612
  36546    1.619884    -0.511612
  36547    1.644427    -0.511612
  36548    1.668971    -0.511612
  36549    1.693515    -0.511612
  36550    1.718058    -0.511612
  36551    1.742602    -0.511612
  36552    1.767146    -0.511612
  36553    1.791690    -0.511612
  36554    1.816233    -0.511612
  36555    1.840777    -0.511612
  36556    1.865321    -0.511612
  36557    1.889864    -0.511612
  36558    1.914408    -0.511612
  36559    1.938952    -0.511612
  36560    1.963495    -0.511612
  36561    1.988039    -0.511612
  36562    2.012583    -0.511612
  36563    2.037126    -0.511612
  36564    2.061670    -0.511612
  36565    2.086214    -0.511612
  36566    2.110758    -0.511612
  36567    2.135301    -0.511612
  36568    2.159845    -0.511612
  36569    2.184389    -0.511612
  36570    2.208932    -0.511612
  36571    2.233476    -0.511612
  36572    2.258020    -0.511612
  36573    2.282563    -0.511612
  36574    2.307107    -0.511612
  36575    2.331651    -0.511612
  36576    2.356194    -0.511612
  36577    2.380738    -0.511612
  36578    2.405282    -0.511612
  36579    2.429826    -0.511612
  36580    2.454369    -0.511612
  36581    2.478913    -0.511612
  36582    2.503457    -0.511612
  36583    2.528000    -0.511612
  36584    2.552544    -0.511612
  36585    2.577088    -0.511612
  36586    2.601631    -0.511612
  36587    2.626175    -0.511612
  36588    2.650719    -0.511612
  36589    2.675262    -0.511612
  36590    2.699806    -0.511612
  36591    2.724350    -0.511612
  36592    2.748894    -0.511612
  36593    2.773437    -0.511612
  36594    2.797981    -0.511612
  36595    2.822525    -0.511612
  36596    2.847068    -0.511612
  36597    2.871612    -0.511612
  36598    2.896156    -0.511612
  36599    2.920699    -0.511612
  36600    2.945243    -0.511612
  36601    2.969787    -0.511612
  36602    2.994330    -0.511612
  36603    3.018874    -0.511612
  36604    3.043418    -0.511612
  36605    3.067962    -0.511612
  36606    3.092505    -0.511612
  36607    3.117049    -0.511612
  36608    3.141593    -0.511612
  36609    3.166136    -0.511612
  36610    3.190680    -0.511612
  36611    3.215224    -0.511612
  36612    3.239767    -0.511612
  36613    3.264311    -0.511612
  36614    3.288855    -0.511612
  36615    3.313399    -0.511612
  36616    3.337942    -0.511612
  36617    3.362486    -0.511612
  36618    3.387030    -0.511612
  36619    3.411573    -0.511612
  36620    3.436117    -0.511612
  36621    3.460661    -0.511612
  36622    3.485204    -0.511612
  36623    3.509748    -0.511612
  36624    3.534292    -0.511612
  36625    3.558835    -0.511612
  36626    3.583379    -0.511612
  36627    3.607923    -0.511612
  36628    3.632467    -0.511612
  36629    3.657010    -0.511612
  36630    3.681554    -0.511612
  36631    3.706098    -0.511612
  36632    3.730641    -0.511612
  36633    3.755185    -0.511612
  36634    3.779729    -0.511612
  36635    3.804272    -0.511612
  36636    3.828816    -0.511612
  36637    3.853360    -0.511612
  36638    3.877903    -0.511612
  36639    3.902447    -0.511612
  36640    3.926991    -0.511612
  36641    3.951535    -0.511612
  36642    3.976078    -0.511612
  36643    4.000622    -0.511612
  36644    4.025166    -0.511612
  36645    4.049709    -0.511612
  36646    4.074253    -0.511612
  36647    4.098797    -0.511612
  36648    4.123340    -0.511612
  36649    4.147884    -0.511612
  36650    4.172428    -0.511612
  36651    4.196971    -0.511612
  36652    4.221515    -0.511612
  36653    4.246059    -0.511612
  36654    4.270603    -0.511612
  36655    4.295146    -0.511612
  36656    4.319690    -0.511612
  36657    4.344234    -0.511612
  36658    4.368777    -0.511612
  36659    4.393321    -0.511612
  36660    4.417865    -0.511612
  36661    4.442408    -0.511612
  36662    4.466952    -0.511612
  36663    4.491496    -0.511612
  36664    4.516039    -0.511612
  36665    4.540583    -0.511612
  36666    4.565127    -0.511612
  36667    4.589671    -0.511612
  36668    4.614214    -0.511612
  36669    4.638758    -0.511612
  36670    4.663302    -0.511612
  36671    4.687845    -0.511612
  36672    4.712389    -0.511612
  36673    4.736933    -0.511612
  36674    4.761476    -0.511612
  36675    4.786020    -0.511612
  36676    4.810564    -0.511612
  36677    4.835107    -0.511612
  36678    4.859651    -0.511612
  36679    4.884195    -0.511612
  36680    4.908739    -0.511612
  36681    4.933282    -0.511612
  36682    4.957826    -0.511612
  36683    4.982370    -0.511612
  36684    5.006913    -0.511612
  36685    5.031457    -0.511612
  36686    5.056001    -0.511612
  36687    5.080544    -0.511612
  36688    5.105088    -0.511612
  36689    5.129632    -0.511612
  36690    5.154175    -0.511612
  36691    5.178719    -0.511612
  36692    5.203263    -0.511612
  36693    5.227807    -0.511612
  36694    5.252350    -0.511612
  36695    5.276894    -0.511612
  36696    5.301438    -0.511612
  36697    5.325981    -0.511612
  36698    5.350525    -0.511612
  36699    5.375069    -0.511612
  36700    5.399612    -0.511612
  36701    5.424156    -0.511612
  36702    5.448700    -0.511612
  36703    5.473243    -0.511612
  36704    5.497787    -0.511612
  36705    5.522331    -0.511612
  36706    5.546875    -0.511612
  36707    5.571418    -0.511612
  36708    5.595962    -0.511612
  36709    5.620506    -0.511612
  36710    5.645049    -0.511612
  36711    5.669593    -0.511612
  36712    5.694137    -0.511612
  36713    5.718680    -0.511612
  36714    5.743224    -0.511612
  36715    5.767768    -0.511612
  36716    5.792311    -0.511612
  36717    5.816855    -0.511612
  36718    5.841399    -0.511612
  36719    5.865943    -0.511612
  36720    5.890486    -0.511612
  36721    5.915030    -0.511612
  36722    5.939574    -0.511612
  36723    5.964117    -0.511612
  36724    5.988661    -0.511612
  36725    6.013205    -0.511612
  36726    6.037748    -0.511612
  36727    6.062292    -0.511612
  36728    6.086836    -0.511612
  36729    6.111379    -0.511612
  36730    6.135923    -0.511612
  36731    6.160467    -0.511612
  36732    6.185011    -0.511612
  36733    6.209554    -0.511612
  36734    6.234098    -0.511612
  36735    6.258642    -0.511612
  36736    0.012272    -0.523599
  36737    0.036816    -0.523599
  36738    0.061359    -0.523599
  36739    0.085903    -0.523599
  36740    0.110447    -0.523599
  36741    0.134990    -0.523599
  36742    0.159534    -0.523599
  36743    0.184078    -0.523599
  36744    0.208621    -0.523599
  36745    0.233165    -0.523599
  36746    0.257709    -0.523599
  36747    0.282252    -0.523599
  36748    0.306796    -0.523599
  36749    0.331340    -0.523599
  36750    0.355884    -0.523599
  36751    0.380427    -0.523599
  36752    0.404971    -0.523599
  36753    0.429515    -0.523599
  36754    0.454058    -0.523599
  36755    0.478602    -0.523599
  36756    0.503146    -0.523599
  36757    0.527689    -0.523599
  36758    0.552233    -0.523599
  36759    0.576777    -0.523599
  36760    0.601320    -0.523599
  36761    0.625864    -0.523599
  36762    0.650408    -0.523599
  36763    0.674952    -0.523599
  36764    0.699495    -0.523599
  36765    0.724039    -0.523599
  36766    0.748583    -0.523599
  36767    0.773126    -0.523599
  36768    0.797670    -0.523599
  36769    0.822214    -0.523599
  36770    0.846757    -0.523599
  36771    0.871301    -0.523599
  36772    0.895845    -0.523599
  36773    0.920388    -0.523599
  36774    0.944932    -0.523599
  36775    0.969476    -0.523599
  36776    0.994020    -0.523599
  36777    1.018563    -0.523599
  36778    1.043107    -0.523599
  36779    1.067651    -0.523599
  36780    1.092194    -0.523599
  36781    1.116738    -0.523599
  36782    1.141282    -0.523599
  36783    1.165825    -0.523599
  36784    1.190369    -0.523599
  36785    1.214913    -0.523599
  36786    1.239456    -0.523599
  36787    1.264000    -0.523599
  36788    1.288544    -0.523599
  36789    1.313088    -0.523599
  36790    1.337631    -0.523599
  36791    1.362175    -0.523599
  36792    1.386719    -0.523599
  36793    1.411262    -0.523599
  36794    1.435806    -0.523599
  36795    1.460350    -0.523599
  36796    1.484893    -0.523599
  36797    1.509437    -0.523599
  36798    1.533981    -0.523599
  36799    1.558524    -0.523599
  36800    1.583068    -0.523599
  36801    1.607612    -0.523599
  36802    1.632156    -0.523599
  36803    1.656699    -0.523599
  36804    1.681243    -0.523599
  36805    1.705787    -0.523599
  36806    1.730330    -0.523599
  36807    1.754874    -0.523599
  36808    1.779418    -0.523599
  36809    1.803961    -0.523599
  36810    1.828505    -0.523599
  36811    1.853049    -0.523599
  36812    1.877592    -0.523599
  36813    1.902136    -0.523599
  36814    1.926680    -0.523599
  36815    1.951224    -0.523599
  36816    1.975767    -0.523599
  36817    2.000311    -0.523599
  36818    2.024855    -0.523599
  36819    2.049398    -0.523599
  36820    2.073942    -0.523599
  36821    2.098486    -0.523599
  36822    2.123029    -0.523599
  36823    2.147573    -0.523599
  36824    2.172117    -0.523599
  36825    2.196660    -0.523599
  36826    2.221204    -0.523599
  36827    2.245748    -0.523599
  36828    2.270292    -0.523599
  36829    2.294835    -0.523599
  36830    2.319379    -0.523599
  36831    2.343923    -0.523599
  36832    2.368466    -0.523599
  36833    2.393010    -0.523599
  36834    2.417554    -0.523599
  36835    2.442097    -0.523599
  36836    2.466641    -0.523599
  36837    2.491185    -0.523599
  36838    2.515728    -0.523599
  36839    2.540272    -0.523599
  36840    2.564816    -0.523599
  36841    2.589360    -0.523599
  36842    2.613903    -0.523599
  36843    2.638447    -0.523599
  36844    2.662991    -0.523599
  36845    2.687534    -0.523599
  36846    2.712078    -0.523599
  36847    2.736622    -0.523599
  36848    2.761165    -0.523599
  36849    2.785709    -0.523599
  36850    2.810253    -0.523599
  36851    2.834796    -0.523599
  36852    2.859340    -0.523599
  36853    2.883884    -0.523599
  36854    2.908428    -0.523599
  36855    2.932971    -0.523599
  36856    2.957515    -0.523599
  36857    2.982059    -0.523599
  36858    3.006602    -0.523599
  36859    3.031146    -0.523599
  36860    3.055690    -0.523599
  36861    3.080233    -0.523599
  36862    3.104777    -0.523599
  36863    3.129321    -0.523599
  36864    3.153864    -0.523599
  36865    3.178408    -0.523599
  36866    3.202952    -0.523599
  36867    3.227496    -0.523599
  36868    3.252039    -0.523599
  36869    3.276583    -0.523599
  36870    3.301127    -0.523599
  36871    3.325670    -0.523599
  36872    3.350214    -0.523599
  36873    3.374758    -0.523599
  36874    3.399301    -0.523599
  36875    3.423845    -0.523599
  36876    3.448389    -0.523599
  36877    3.472933    -0.523599
  36878    3.497476    -0.523599
  36879    3.522020    -0.523599
  36880    3.546564    -0.523599
  36881    3.571107    -0.523599
  36882    3.595651    -0.523599
  36883    3.620195    -0.523599
  36884    3.644738    -0.523599
  36885    3.669282    -0.523599
  36886    3.693826    -0.523599
  36887    3.718369    -0.523599
  36888    3.742913    -0.523599
  36889    3.767457    -0.523599
  36890    3.792001    -0.523599
  36891    3.816544    -0.523599
  36892    3.841088    -0.523599
  36893    3.865632    -0.523599
  36894    3.890175    -0.523599
  36895    3.914719    -0.523599
  36896    3.939263    -0.523599
  36897    3.963806    -0.523599
  36898    3.988350    -0.523599
  36899    4.012894    -0.523599
  36900    4.037437    -0.523599
  36901    4.061981    -0.523599
  36902    4.086525    -0.523599
  36903    4.111069    -0.523599
  36904    4.135612    -0.523599
  36905    4.160156    -0.523599
  36906    4.184700    -0.523599
  36907    4.209243    -0.523599
  36908    4.233787    -0.523599
  36909    4.258331    -0.523599
  36910    4.282874    -0.523599
  36911    4.307418    -0.523599
  36912    4.331962    -0.523599
  36913    4.356505    -0.523599
  36914    4.381049    -0.523599
  36915    4.405593    -0.523599
  36916    4.430137    -0.523599
  36917    4.454680    -0.523599
  36918    4.479224    -0.523599
  36919    4.503768    -0.523599
  36920    4.528311    -0.523599
  36921    4.552855    -0.523599
  36922    4.577399    -0.523599
  36923    4.601942    -0.523599
  36924    4.626486    -0.523599
  36925    4.651030    -0.523599
  36926    4.675573    -0.523599
  36927    4.700117    -0.523599
  36928    4.724661    -0.523599
  36929    4.749205    -0.523599
  36930    4.773748    -0.523599
  36931    4.798292    -0.523599
  36932    4.822836    -0.523599
  36933    4.847379    -0.523599
  36934    4.871923    -0.523599
  36935    4.896467    -0.523599
  36936    4.921010    -0.523599
  36937    4.945554    -0.523599
  36938    4.970098    -0.523599
  36939    4.994641    -0.523599
  36940    5.019185    -0.523599
  36941    5.043729    -0.523599
  36942    5.068273    -0.523599
  36943    5.092816    -0.523599
  36944    5.117360    -0.523599
  36945    5.141904    -0.523599
  36946    5.166447    -0.523599
  36947    5.190991    -0.523599
  36948    5.215535    -0.523599
  36949    5.240078    -0.523599
  36950    5.264622    -0.523599
  36951    5.289166    -0.523599
  36952    5.313709    -0.523599
  36953    5.338253    -0.523599
  36954    5.362797    -0.523599
  36955    5.387341    -0.523599
  36956    5.411884    -0.523599
  36957    5.436428    -0.523599
  36958    5.460972    -0.523599
  36959    5.485515    -0.523599
  36960    5.510059    -0.523599
  36961    5.534603    -0.523599
  36962    5.559146    -0.523599
  36963    5.583690    -0.523599
  36964    5.608234    -0.523599
  36965    5.632777    -0.523599
  36966    5.657321    -0.523599
  36967    5.681865    -0.523599
  36968    5.706409    -0.523599
  36969    5.730952    -0.523599
  36970    5.755496    -0.523599
  36971    5.780040    -0.523599
  36972    5.804583    -0.523599
  36973    5.829127    -0.523599
  36974    5.853671    -0.523599
  36975    5.878214    -0.523599
  36976    5.902758    -0.523599
  36977    5.927302    -0.523599
  36978    5.951845    -0.523599
  36979    5.976389    -0.523599
  36980    6.000933    -0.523599
  36981    6.025477    -0.523599
  36982    6.050020    -0.523599
  36983    6.074564    -0.523599
  36984    6.099108    -0.523599
  36985    6.123651    -0.523599
  36986    6.148195    -0.523599
  36987    6.172739    -0.523599
  36988    6.197282    -0.523599
  36989    6.221826    -0.523599
  36990    6.246370    -0.523599
  36991    6.270913    -0.523599
  36992    0.000000    -0.535669
  36993    0.024544    -0.535669
  36994    0.049087    -0.535669
  36995    0.073631    -0.535669
  36996    0.098175    -0.535669
  36997    0.122718    -0.535669
  36998    0.147262    -0.535669
  36999    0.171806    -0.535669
  37000    0.196350    -0.535669
  37001    0.220893    -0.535669
  37002    0.245437    -0.535669
  37003    0.269981    -0.535669
  37004    0.294524    -0.535669
  37005    0.319068    -0.535669
  37006    0.343612    -0.535669
  37007    0.368155    -0.535669
  37008    0.392699    -0.535669
  37009    0.417243    -0.535669
  37010    0.441786    -0.535669
  37011    0.466330    -0.535669
  37012    0.490874    -0.535669
  37013    0.515418    -0.535669
  37014    0.539961    -0.535669
  37015    0.564505    -0.535669
  37016    0.589049    -0.535669
  37017    0.613592    -0.535669
  37018    0.638136    -0.535669
  37019    0.662680    -0.535669
  37020    0.687223    -0.535669
  37021    0.711767    -0.535669
  37022    0.736311    -0.535669
  37023    0.760854    -0.535669
  37024    0.785398    -0.535669
  37025    0.809942    -0.535669
  37026    0.834486    -0.535669
  37027    0.859029    -0.535669
  37028    0.883573    -0.535669
  37029    0.908117    -0.535669
  37030    0.932660    -0.535669
  37031    0.957204    -0.535669
  37032    0.981748    -0.535669
  37033    1.006291    -0.535669
  37034    1.030835    -0.535669
  37035    1.055379    -0.535669
  37036    1.079922    -0.535669
  37037    1.104466    -0.535669
  37038    1.129010    -0.535669
  37039    1.153554    -0.535669
  37040    1.178097    -0.535669
  37041    1.202641    -0.535669
  37042    1.227185    -0.535669
  37043    1.251728    -0.535669
  37044    1.276272    -0.535669
  37045    1.300816    -0.535669
  37046    1.325359    -0.535669
  37047    1.349903    -0.535669
  37048    1.374447    -0.535669
  37049    1.398990    -0.535669
  37050    1.423534    -0.535669
  37051    1.448078    -0.535669
  37052    1.472622    -0.535669
  37053    1.497165    -0.535669
  37054    1.521709    -0.535669
  37055    1.546253    -0.535669
  37056    1.570796    -0.535669
  37057    1.595340    -0.535669
  37058    1.619884    -0.535669
  37059    1.644427    -0.535669
  37060    1.668971    -0.535669
  37061    1.693515    -0.535669
  37062    1.718058    -0.535669
  37063    1.742602    -0.535669
  37064    1.767146    -0.535669
  37065    1.791690    -0.535669
  37066    1.816233    -0.535669
  37067    1.840777    -0.535669
  37068    1.865321    -0.535669
  37069    1.889864    -0.535669
  37070    1.914408    -0.535669
  37071    1.938952    -0.535669
  37072    1.963495    -0.535669
  37073    1.988039    -0.535669
  37074    2.012583    -0.535669
  37075    2.037126    -0.535669
  37076    2.061670    -0.535669
  37077    2.086214    -0.535669
  37078    2.110758    -0.535669
  37079    2.135301    -0.535669
  37080    2.159845    -0.535669
  37081    2.184389    -0.535669
  37082    2.208932    -0.535669
  37083    2.233476    -0.535669
  37084    2.258020    -0.535669
  37085    2.282563    -0.535669
  37086    2.307107    -0.535669
  37087    2.331651    -0.535669
  37088    2.356194    -0.535669
  37089    2.380738    -0.535669
  37090    2.405282    -0.535669
  37091    2.429826    -0.535669
  37092    2.454369    -0.535669
  37093    2.478913    -0.535669
  37094    2.503457    -0.535669
  37095    2.528000    -0.535669
  37096    2.552544    -0.535669
  37097    2.577088    -0.535669
  37098    2.601631    -0.535669
  37099    2.626175    -0.535669
  37100    2.650719    -0.535669
  37101    2.675262    -0.535669
  37102    2.699806    -0.535669
  37103    2.724350    -0.535669
  37104    2.748894    -0.535669
  37105    2.773437    -0.535669
  37106    2.797981    -0.535669
  37107    2.822525    -0.535669
  37108    2.847068    -0.535669
  37109    2.871612    -0.535669
  37110    2.896156    -0.535669
  37111    2.920699    -0.535669
  37112    2.945243    -0.535669
  37113    2.969787    -0.535669
  37114    2.994330    -0.535669
  37115    3.018874    -0.535669
  37116    3.043418    -0.535669
  37117    3.067962    -0.535669
  37118    3.092505    -0.535669
  37119    3.117049    -0.535669
  37120    3.141593    -0.535669
  37121    3.166136    -0.535669
  37122    3.190680    -0.535669
  37123    3.215224    -0.535669
  37124    3.239767    -0.535669
  37125    3.264311    -0.535669
  37126    3.288855    -0.535669
  37127    3.313399    -0.535669
  37128    3.337942    -0.535669
  37129    3.362486    -0.535669
  37130    3.387030    -0.535669
  37131    3.411573    -0.535669
  37132    3.436117    -0.535669
  37133    3.460661    -0.535669
  37134    3.485204    -0.535669
  37135    3.509748    -0.535669
  37136    3.534292    -0.535669
  37137    3.558835    -0.535669
  37138    3.583379    -0.535669
  37139    3.607923    -0.535669
  37140    3.632467    -0.535669
  37141    3.657010    -0.535669
  37142    3.681554    -0.535669
  37143    3.706098    -0.535669
  37144    3.730641    -0.535669
  37145    3.755185    -0.535669
  37146    3.779729    -0.535669
  37147    3.804272    -0.535669
  37148    3.828816    -0.535669
  37149    3.853360    -0.535669
  37150    3.877903    -0.535669
  37151    3.902447    -0.535669
  37152    3.926991    -0.535669
  37153    3.951535    -0.535669
  37154    3.976078    -0.535669
  37155    4.000622    -0.535669
  37156    4.025166    -0.535669
  37157    4.049709    -0.535669
  37158    4.074253    -0.535669
  37159    4.098797    -0.535669
  37160    4.123340    -0.535669
  37161    4.147884    -0.535669
  37162    4.172428    -0.535669
  37163    4.196971    -0.535669
  37164    4.221515    -0.535669
  37165    4.246059    -0.535669
  37166    4.270603    -0.535669
  37167    4.295146    -0.535669
  37168    4.319690    -0.535669
  37169    4.344234    -0.535669
  37170    4.368777    -0.535669
  37171    4.393321    -0.535669
  37172    4.417865    -0.535669
  37173    4.442408    -0.535669
  37174    4.466952    -0.535669
  37175    4.491496    -0.535669
  37176    4.516039    -0.535669
  37177    4.540583    -0.535669
  37178    4.565127    -0.535669
  37179    4.589671    -0.535669
  37180    4.614214    -0.535669
  37181    4.638758    -0.535669
  37182    4.663302    -0.535669
  37183    4.687845    -0.535669
  37184    4.712389    -0.535669
  37185    4.736933    -0.535669
  37186    4.761476    -0.535669
  37187    4.786020    -0.535669
  37188    4.810564    -0.535669
  37189    4.835107    -0.535669
  37190    4.859651    -0.535669
  37191    4.884195    -0.535669
  37192    4.908739    -0.535669
  37193    4.933282    -0.535669
  37194    4.957826    -0.535669
  37195    4.982370    -0.535669
  37196    5.006913    -0.535669
  37197    5.031457    -0.535669
  37198    5.056001    -0.535669
  37199    5.080544    -0.535669
  37200    5.105088    -0.535669
  37201    5.129632    -0.535669
  37202    5.154175    -0.535669
  37203    5.178719    -0.535669
  37204    5.203263    -0.535669
  37205    5.227807    -0.535669
  37206    5.252350    -0.535669
  37207    5.276894    -0.535669
  37208    5.301438    -0.535669
  37209    5.325981    -0.535669
  37210    5.350525    -0.535669
  37211    5.375069    -0.535669
  37212    5.399612    -0.535669
  37213    5.424156    -0.535669
  37214    5.448700    -0.535669
  37215    5.473243    -0.535669
  37216    5.497787    -0.535669
  37217    5.522331    -0.535669
  37218    5.546875    -0.535669
  37219    5.571418    -0.535669
  37220    5.595962    -0.535669
  37221    5.620506    -0.535669
  37222    5.645049    -0.535669
  37223    5.669593    -0.535669
  37224    5.694137    -0.535669
  37225    5.718680    -0.535669
  37226    5.743224    -0.535669
  37227    5.767768    -0.535669
  37228    5.792311    -0.535669
  37229    5.816855    -0.535669
  37230    5.841399    -0.535669
  37231    5.865943    -0.535669
  37232    5.890486    -0.535669
  37233    5.915030    -0.535669
  37234    5.939574    -0.535669
  37235    5.964117    -0.535669
  37236    5.988661    -0.535669
  37237    6.013205    -0.535669
  37238    6.037748    -0.535669
  37239    6.062292    -0.535669
  37240    6.086836    -0.535669
  37241    6.111379    -0.535669
  37242    6.135923    -0.535669
  37243    6.160467    -0.535669
  37244    6.185011    -0.535669
  37245    6.209554    -0.535669
  37246    6.234098    -0.535669
  37247    6.258642    -0.535669
  37248    0.012272    -0.547827
  37249    0.036816    -0.547827
  37250    0.061359    -0.547827
  37251    0.085903    -0.547827
  37252    0.110447    -0.547827
  37253    0.134990    -0.547827
  37254    0.159534    -0.547827
  37255    0.184078    -0.547827
  37256    0.208621    -0.547827
  37257    0.233165    -0.547827
  37258    0.257709    -0.547827
  37259    0.282252    -0.547827
  37260    0.306796    -0.547827
  37261    0.331340    -0.547827
  37262    0.355884    -0.547827
  37263    0.380427    -0.547827
  37264    0.404971    -0.547827
  37265    0.429515    -0.547827
  37266    0.454058    -0.547827
  37267    0.478602    -0.547827
  37268    0.503146    -0.547827
  37269    0.527689    -0.547827
  37270    0.552233    -0.547827
  37271    0.576777    -0.547827
  37272    0.601320    -0.547827
  37273    0.625864    -0.547827
  37274    0.650408    -0.547827
  37275    0.674952    -0.547827
  37276    0.699495    -0.547827
  37277    0.724039    -0.547827
  37278    0.748583    -0.547827
  37279    0.773126    -0.547827
  37280    0.797670    -0.547827
  37281    0.822214    -0.547827
  37282    0.846757    -0.547827
  37283    0.871301    -0.547827
  37284    0.895845    -0.547827
  37285    0.920388    -0.547827
  37286    0.944932    -0.547827
  37287    0.969476    -0.547827
  37288    0.994020    -0.547827
  37289    1.018563    -0.547827
  37290    1.043107    -0.547827
  37291    1.067651    -0.547827
  37292    1.092194    -0.547827
  37293    1.116738    -0.547827
  37294    1.141282    -0.547827
  37295    1.165825    -0.547827
  37296    1.190369    -0.547827
  37297    1.214913    -0.547827
  37298    1.239456    -0.547827
  37299    1.264000    -0.547827
  37300    1.288544    -0.547827
  37301    1.313088    -0.547827
  37302    1.337631    -0.547827
  37303    1.362175    -0.547827
  37304    1.386719    -0.547827
  37305    1.411262    -0.547827
  37306    1.435806    -0.547827
  37307    1.460350    -0.547827
  37308    1.484893    -0.547827
  37309    1.509437    -0.547827
  37310    1.533981    -0.547827
  37311    1.558524    -0.547827
  37312    1.583068    -0.547827
  37313    1.607612    -0.547827
  37314    1.632156    -0.547827
  37315    1.656699    -0.547827
  37316    1.681243    -0.547827
  37317    1.705787    -0.547827
  37318    1.730330    -0.547827
  37319    1.754874    -0.547827
  37320    1.779418    -0.547827
  37321    1.803961    -0.547827
  37322    1.828505    -0.547827
  37323    1.853049    -0.547827
  37324    1.877592    -0.547827
  37325    1.902136    -0.547827
  37326    1.926680    -0.547827
  37327    1.951224    -0.547827
  37328    1.975767    -0.547827
  37329    2.000311    -0.547827
  37330    2.024855    -0.547827
  37331    2.049398    -0.547827
  37332    2.073942    -0.547827
  37333    2.098486    -0.547827
  37334    2.123029    -0.547827
  37335    2.147573    -0.547827
  37336    2.172117    -0.547827
  37337    2.196660    -0.547827
